,query_no,query,question_rank,question,click_history,explanation,class_1,class_2,class_3,class_4
2129,114,Hydroxychloroquine,0,What is hydroxychloroquine used for usually?,[],,,,,
2130,114,Hydroxychloroquine,1,Can hydroxychloroquine cause diarrhea?,['What is hydroxychloroquine used for usually?'],,,,,
2131,114,Hydroxychloroquine,2,What does hydroxychloroquine do for the gut?,"['What is hydroxychloroquine used for usually?', 'Can hydroxychloroquine cause diarrhea?']",,,,,
2132,114,Hydroxychloroquine,3,What autoimmune symptoms does hydroxychloroquine help?,"['What is hydroxychloroquine used for usually?', 'Can hydroxychloroquine cause diarrhea?', 'What does hydroxychloroquine do for the gut?']",,,,,
2133,114,Hydroxychloroquine,4,How is lupus diagnosed?,"['What is hydroxychloroquine used for usually?', 'Can hydroxychloroquine cause diarrhea?', 'What does hydroxychloroquine do for the gut?', 'What autoimmune symptoms does hydroxychloroquine help?']",,,,,
2134,114,Hydroxychloroquine,5,What is lupus belly?,"['What is hydroxychloroquine used for usually?', 'Can hydroxychloroquine cause diarrhea?', 'What does hydroxychloroquine do for the gut?', 'What autoimmune symptoms does hydroxychloroquine help?', 'How is lupus diagnosed?']",,,,,
2135,114,Hydroxychloroquine,6,What do lupus hands look like?,"['What is hydroxychloroquine used for usually?', 'Can hydroxychloroquine cause diarrhea?', 'What does hydroxychloroquine do for the gut?', 'What autoimmune symptoms does hydroxychloroquine help?', 'How is lupus diagnosed?', 'What is lupus belly?']",,,,,
2136,114,Hydroxychloroquine,7,What can people with lupus not do?,"['What is hydroxychloroquine used for usually?', 'Can hydroxychloroquine cause diarrhea?', 'What does hydroxychloroquine do for the gut?', 'What autoimmune symptoms does hydroxychloroquine help?', 'How is lupus diagnosed?', 'What is lupus belly?', 'What do lupus hands look like?']",,,,,
2137,114,Hydroxychloroquine,8,Why can't you work with lupus?,"['What is hydroxychloroquine used for usually?', 'Can hydroxychloroquine cause diarrhea?', 'What does hydroxychloroquine do for the gut?', 'What autoimmune symptoms does hydroxychloroquine help?', 'How is lupus diagnosed?', 'What is lupus belly?', 'What do lupus hands look like?', 'What can people with lupus not do?']",,,,,
2138,114,Hydroxychloroquine,9,Can you get money for having lupus?,"['What is hydroxychloroquine used for usually?', 'Can hydroxychloroquine cause diarrhea?', 'What does hydroxychloroquine do for the gut?', 'What autoimmune symptoms does hydroxychloroquine help?', 'How is lupus diagnosed?', 'What is lupus belly?', 'What do lupus hands look like?', 'What can people with lupus not do?', ""Why can't you work with lupus?""]",,,,,
2139,115,Valacyclovir,0,How long does it take for valacyclovir to work?,[],,,,,
2140,115,Valacyclovir,1,What should I avoid while taking valacyclovir?,['How long does it take for valacyclovir to work?'],,,,,
2141,115,Valacyclovir,2,How long after taking valacyclovir are you contagious?,"['How long does it take for valacyclovir to work?', 'What should I avoid while taking valacyclovir?']",,,,,
2142,115,Valacyclovir,3,What foods should you avoid while taking acyclovir?,"['How long does it take for valacyclovir to work?', 'What should I avoid while taking valacyclovir?', 'How long after taking valacyclovir are you contagious?']",,,,,
2143,115,Valacyclovir,4,What is the downside of acyclovir?,"['How long does it take for valacyclovir to work?', 'What should I avoid while taking valacyclovir?', 'How long after taking valacyclovir are you contagious?', 'What foods should you avoid while taking acyclovir?']",,,,,
2144,115,Valacyclovir,5,What are the mental side effects of acyclovir?,"['How long does it take for valacyclovir to work?', 'What should I avoid while taking valacyclovir?', 'How long after taking valacyclovir are you contagious?', 'What foods should you avoid while taking acyclovir?', 'What is the downside of acyclovir?']",,,,,
2145,115,Valacyclovir,6,What are the positive effects of acyclovir?,"['How long does it take for valacyclovir to work?', 'What should I avoid while taking valacyclovir?', 'How long after taking valacyclovir are you contagious?', 'What foods should you avoid while taking acyclovir?', 'What is the downside of acyclovir?', 'What are the mental side effects of acyclovir?']",,,,,
2146,115,Valacyclovir,7,What is the success rate of acyclovir?,"['How long does it take for valacyclovir to work?', 'What should I avoid while taking valacyclovir?', 'How long after taking valacyclovir are you contagious?', 'What foods should you avoid while taking acyclovir?', 'What is the downside of acyclovir?', 'What are the mental side effects of acyclovir?', 'What are the positive effects of acyclovir?']",,,,,
2147,115,Valacyclovir,8,What are the long-term side effects of valacyclovir?,"['How long does it take for valacyclovir to work?', 'What should I avoid while taking valacyclovir?', 'How long after taking valacyclovir are you contagious?', 'What foods should you avoid while taking acyclovir?', 'What is the downside of acyclovir?', 'What are the mental side effects of acyclovir?', 'What are the positive effects of acyclovir?', 'What is the success rate of acyclovir?']",,,,,
2148,115,Valacyclovir,9,How safe is valacyclovir?,"['How long does it take for valacyclovir to work?', 'What should I avoid while taking valacyclovir?', 'How long after taking valacyclovir are you contagious?', 'What foods should you avoid while taking acyclovir?', 'What is the downside of acyclovir?', 'What are the mental side effects of acyclovir?', 'What are the positive effects of acyclovir?', 'What is the success rate of acyclovir?', 'What are the long-term side effects of valacyclovir?']",,,,,
2149,115,Valacyclovir,0,Does valacyclovir work for shingles?,[],,,,,
2150,115,Valacyclovir,1,What triggers a shingles outbreak?,['Does valacyclovir work for shingles?'],,,,,
2151,115,Valacyclovir,2,What is the fastest way to cure shingles?,"['Does valacyclovir work for shingles?', 'What triggers a shingles outbreak?']",,,,,
2152,115,Valacyclovir,3,What not to do when you have shingles?,"['Does valacyclovir work for shingles?', 'What triggers a shingles outbreak?', 'What is the fastest way to cure shingles?']",,,,,
2153,115,Valacyclovir,4,What are the final stages of shingles?,"['Does valacyclovir work for shingles?', 'What triggers a shingles outbreak?', 'What is the fastest way to cure shingles?', 'What not to do when you have shingles?']",,,,,
2154,115,Valacyclovir,5,What are the worst days of shingles?,"['Does valacyclovir work for shingles?', 'What triggers a shingles outbreak?', 'What is the fastest way to cure shingles?', 'What not to do when you have shingles?', 'What are the final stages of shingles?']",,,,,
2155,115,Valacyclovir,6,How to sleep when you have shingles?,"['Does valacyclovir work for shingles?', 'What triggers a shingles outbreak?', 'What is the fastest way to cure shingles?', 'What not to do when you have shingles?', 'What are the final stages of shingles?', 'What are the worst days of shingles?']",,,,,
2156,115,Valacyclovir,7,Why do shingles hurt so bad at night?,"['Does valacyclovir work for shingles?', 'What triggers a shingles outbreak?', 'What is the fastest way to cure shingles?', 'What not to do when you have shingles?', 'What are the final stages of shingles?', 'What are the worst days of shingles?', 'How to sleep when you have shingles?']",,,,,
2157,115,Valacyclovir,8,Is shingles pain worse than childbirth?,"['Does valacyclovir work for shingles?', 'What triggers a shingles outbreak?', 'What is the fastest way to cure shingles?', 'What not to do when you have shingles?', 'What are the final stages of shingles?', 'What are the worst days of shingles?', 'How to sleep when you have shingles?', 'Why do shingles hurt so bad at night?']",,,,,
2158,115,Valacyclovir,9,What is shingles pain equivalent to?,"['Does valacyclovir work for shingles?', 'What triggers a shingles outbreak?', 'What is the fastest way to cure shingles?', 'What not to do when you have shingles?', 'What are the final stages of shingles?', 'What are the worst days of shingles?', 'How to sleep when you have shingles?', 'Why do shingles hurt so bad at night?', 'Is shingles pain worse than childbirth?']",,,,,
2159,116,Dapagliflozin,0,What does the drug dapagliflozin do?,[],,,,,
2160,116,Dapagliflozin,1,What are the negative effects of dapagliflozin?,['What does the drug dapagliflozin do?'],,,,,
2161,116,Dapagliflozin,2,Is Farxiga better than Jardiance?,"['What does the drug dapagliflozin do?', 'What are the negative effects of dapagliflozin?']",,,,,
2162,116,Dapagliflozin,3,"Which is better, Ozempic or Farxiga?","['What does the drug dapagliflozin do?', 'What are the negative effects of dapagliflozin?', 'Is Farxiga better than Jardiance?']",,,,,
2163,116,Dapagliflozin,4,How much will Jardiance lower A1C?,"['What does the drug dapagliflozin do?', 'What are the negative effects of dapagliflozin?', 'Is Farxiga better than Jardiance?', 'Which is better, Ozempic or Farxiga?']",,,,,
2164,116,Dapagliflozin,5,Will losing 20 pounds lower my A1C?,"['What does the drug dapagliflozin do?', 'What are the negative effects of dapagliflozin?', 'Is Farxiga better than Jardiance?', 'Which is better, Ozempic or Farxiga?', 'How much will Jardiance lower A1C?']",,,,,
2165,116,Dapagliflozin,6,What will bring my A1C down quickly?,"['What does the drug dapagliflozin do?', 'What are the negative effects of dapagliflozin?', 'Is Farxiga better than Jardiance?', 'Which is better, Ozempic or Farxiga?', 'How much will Jardiance lower A1C?', 'Will losing 20 pounds lower my A1C?']",,,,,
2166,116,Dapagliflozin,7,What is normal A1C by age?,"['What does the drug dapagliflozin do?', 'What are the negative effects of dapagliflozin?', 'Is Farxiga better than Jardiance?', 'Which is better, Ozempic or Farxiga?', 'How much will Jardiance lower A1C?', 'Will losing 20 pounds lower my A1C?', 'What will bring my A1C down quickly?']",,,,,
2167,116,Dapagliflozin,8,What should a 65 year old blood sugar be?,"['What does the drug dapagliflozin do?', 'What are the negative effects of dapagliflozin?', 'Is Farxiga better than Jardiance?', 'Which is better, Ozempic or Farxiga?', 'How much will Jardiance lower A1C?', 'Will losing 20 pounds lower my A1C?', 'What will bring my A1C down quickly?', 'What is normal A1C by age?']",,,,,
2168,116,Dapagliflozin,9,Does coffee raise blood sugar?,"['What does the drug dapagliflozin do?', 'What are the negative effects of dapagliflozin?', 'Is Farxiga better than Jardiance?', 'Which is better, Ozempic or Farxiga?', 'How much will Jardiance lower A1C?', 'Will losing 20 pounds lower my A1C?', 'What will bring my A1C down quickly?', 'What is normal A1C by age?', 'What should a 65 year old blood sugar be?']",,,,,
2169,116,Dapagliflozin,0,Can dapagliflozin cause thrush?,[],,,,,
2170,116,Dapagliflozin,1,Can dapagliflozin cause balanitis?,['Can dapagliflozin cause thrush?'],,,,,
2171,116,Dapagliflozin,2,Why does my boyfriend keep getting balanitis?,"['Can dapagliflozin cause thrush?', 'Can dapagliflozin cause balanitis?']",,,,,
2172,116,Dapagliflozin,3,What does a balanitis look like?,"['Can dapagliflozin cause thrush?', 'Can dapagliflozin cause balanitis?', 'Why does my boyfriend keep getting balanitis?']",,,,,
2173,116,Dapagliflozin,4,What gets mistaken for balanitis?,"['Can dapagliflozin cause thrush?', 'Can dapagliflozin cause balanitis?', 'Why does my boyfriend keep getting balanitis?', 'What does a balanitis look like?']",,,,,
2174,116,Dapagliflozin,5,What are the three types of balanitis?,"['Can dapagliflozin cause thrush?', 'Can dapagliflozin cause balanitis?', 'Why does my boyfriend keep getting balanitis?', 'What does a balanitis look like?', 'What gets mistaken for balanitis?']",,,,,
2175,116,Dapagliflozin,6,Can diabetes cause balanitis?,"['Can dapagliflozin cause thrush?', 'Can dapagliflozin cause balanitis?', 'Why does my boyfriend keep getting balanitis?', 'What does a balanitis look like?', 'What gets mistaken for balanitis?', 'What are the three types of balanitis?']",,,,,
2176,116,Dapagliflozin,7,What drugs can cause balanitis?,"['Can dapagliflozin cause thrush?', 'Can dapagliflozin cause balanitis?', 'Why does my boyfriend keep getting balanitis?', 'What does a balanitis look like?', 'What gets mistaken for balanitis?', 'What are the three types of balanitis?', 'Can diabetes cause balanitis?']",,,,,
2177,116,Dapagliflozin,8,What is the pill for balanitis?,"['Can dapagliflozin cause thrush?', 'Can dapagliflozin cause balanitis?', 'Why does my boyfriend keep getting balanitis?', 'What does a balanitis look like?', 'What gets mistaken for balanitis?', 'What are the three types of balanitis?', 'Can diabetes cause balanitis?', 'What drugs can cause balanitis?']",,,,,
2178,116,Dapagliflozin,9,What is the difference between balanitis and Balanoposthitis?,"['Can dapagliflozin cause thrush?', 'Can dapagliflozin cause balanitis?', 'Why does my boyfriend keep getting balanitis?', 'What does a balanitis look like?', 'What gets mistaken for balanitis?', 'What are the three types of balanitis?', 'Can diabetes cause balanitis?', 'What drugs can cause balanitis?', 'What is the pill for balanitis?']",,,,,
2179,117,Triamterene,0,What is the mechanism of action of triamterene?,[],,,,,
2180,117,Triamterene,1,Can you take losartan and triamterene together?,['What is the mechanism of action of triamterene?'],,,,,
2181,117,Triamterene,2,"Which is better, losartan or triamterene?","['What is the mechanism of action of triamterene?', 'Can you take losartan and triamterene together?']",,,,,
2182,117,Triamterene,3,Why is HCTZ prescribed with losartan?,"['What is the mechanism of action of triamterene?', 'Can you take losartan and triamterene together?', 'Which is better, losartan or triamterene?']",,,,,
2183,117,Triamterene,4,Does losartan lower heart rate or blood pressure?,"['What is the mechanism of action of triamterene?', 'Can you take losartan and triamterene together?', 'Which is better, losartan or triamterene?', 'Why is HCTZ prescribed with losartan?']",,,,,
2184,117,Triamterene,5,What drugs should not be taken with losartan?,"['What is the mechanism of action of triamterene?', 'Can you take losartan and triamterene together?', 'Which is better, losartan or triamterene?', 'Why is HCTZ prescribed with losartan?', 'Does losartan lower heart rate or blood pressure?']",,,,,
2185,117,Triamterene,6,Who cannot take losartan?,"['What is the mechanism of action of triamterene?', 'Can you take losartan and triamterene together?', 'Which is better, losartan or triamterene?', 'Why is HCTZ prescribed with losartan?', 'Does losartan lower heart rate or blood pressure?', 'What drugs should not be taken with losartan?']",,,,,
2186,117,Triamterene,7,Why is losartan banned in the USA?,"['What is the mechanism of action of triamterene?', 'Can you take losartan and triamterene together?', 'Which is better, losartan or triamterene?', 'Why is HCTZ prescribed with losartan?', 'Does losartan lower heart rate or blood pressure?', 'What drugs should not be taken with losartan?', 'Who cannot take losartan?']",,,,,
2187,117,Triamterene,8,When should losartan be discontinued?,"['What is the mechanism of action of triamterene?', 'Can you take losartan and triamterene together?', 'Which is better, losartan or triamterene?', 'Why is HCTZ prescribed with losartan?', 'Does losartan lower heart rate or blood pressure?', 'What drugs should not be taken with losartan?', 'Who cannot take losartan?', 'Why is losartan banned in the USA?']",,,,,
2188,117,Triamterene,9,Does losartan cause anxiety?,"['What is the mechanism of action of triamterene?', 'Can you take losartan and triamterene together?', 'Which is better, losartan or triamterene?', 'Why is HCTZ prescribed with losartan?', 'Does losartan lower heart rate or blood pressure?', 'What drugs should not be taken with losartan?', 'Who cannot take losartan?', 'Why is losartan banned in the USA?', 'When should losartan be discontinued?']",,,,,
2189,117,Triamterene,0,What is the medicine triamterene used for?,[],,,,,
2190,117,Triamterene,1,Can hydrochlorothiazide cause muscle pain?,['What is the medicine triamterene used for?'],,,,,
2191,117,Triamterene,2,What are the worst side effects of hydrochlorothiazide?,"['What is the medicine triamterene used for?', 'Can hydrochlorothiazide cause muscle pain?']",,,,,
2192,117,Triamterene,3,What is the new warning on hydrochlorothiazide?,"['What is the medicine triamterene used for?', 'Can hydrochlorothiazide cause muscle pain?', 'What are the worst side effects of hydrochlorothiazide?']",,,,,
2193,117,Triamterene,4,Who should not use hydrochlorothiazide?,"['What is the medicine triamterene used for?', 'Can hydrochlorothiazide cause muscle pain?', 'What are the worst side effects of hydrochlorothiazide?', 'What is the new warning on hydrochlorothiazide?']",,,,,
2194,117,Triamterene,5,What is a good alternative to hydrochlorothiazide?,"['What is the medicine triamterene used for?', 'Can hydrochlorothiazide cause muscle pain?', 'What are the worst side effects of hydrochlorothiazide?', 'What is the new warning on hydrochlorothiazide?', 'Who should not use hydrochlorothiazide?']",,,,,
2195,117,Triamterene,6,What can I do instead of taking a diuretic?,"['What is the medicine triamterene used for?', 'Can hydrochlorothiazide cause muscle pain?', 'What are the worst side effects of hydrochlorothiazide?', 'What is the new warning on hydrochlorothiazide?', 'Who should not use hydrochlorothiazide?', 'What is a good alternative to hydrochlorothiazide?']",,,,,
2196,117,Triamterene,7,How to get rid of fluid retention without diuretics?,"['What is the medicine triamterene used for?', 'Can hydrochlorothiazide cause muscle pain?', 'What are the worst side effects of hydrochlorothiazide?', 'What is the new warning on hydrochlorothiazide?', 'Who should not use hydrochlorothiazide?', 'What is a good alternative to hydrochlorothiazide?', 'What can I do instead of taking a diuretic?']",,,,,
2197,117,Triamterene,8,What causes swollen legs from the knee down?,"['What is the medicine triamterene used for?', 'Can hydrochlorothiazide cause muscle pain?', 'What are the worst side effects of hydrochlorothiazide?', 'What is the new warning on hydrochlorothiazide?', 'Who should not use hydrochlorothiazide?', 'What is a good alternative to hydrochlorothiazide?', 'What can I do instead of taking a diuretic?', 'How to get rid of fluid retention without diuretics?']",,,,,
2198,117,Triamterene,9,What drink is good for swollen legs?,"['What is the medicine triamterene used for?', 'Can hydrochlorothiazide cause muscle pain?', 'What are the worst side effects of hydrochlorothiazide?', 'What is the new warning on hydrochlorothiazide?', 'Who should not use hydrochlorothiazide?', 'What is a good alternative to hydrochlorothiazide?', 'What can I do instead of taking a diuretic?', 'How to get rid of fluid retention without diuretics?', 'What causes swollen legs from the knee down?']",,,,,
2199,118,Valsartan,0,What should you avoid when taking valsartan?,[],,,,,
2200,118,Valsartan,1,Can I take meloxicam with valsartan?,['What should you avoid when taking valsartan?'],,,,,
2201,118,Valsartan,2,What blood pressure meds should not be taken with meloxicam?,"['What should you avoid when taking valsartan?', 'Can I take meloxicam with valsartan?']",,,,,
2202,118,Valsartan,3,"Which is better for arthritis, meloxicam or Celebrex?","['What should you avoid when taking valsartan?', 'Can I take meloxicam with valsartan?', 'What blood pressure meds should not be taken with meloxicam?']",,,,,
2203,118,Valsartan,4,Should I take meloxicam at night or in the morning?,"['What should you avoid when taking valsartan?', 'Can I take meloxicam with valsartan?', 'What blood pressure meds should not be taken with meloxicam?', 'Which is better for arthritis, meloxicam or Celebrex?']",,,,,
2204,118,Valsartan,5,Does meloxicam affect sleep?,"['What should you avoid when taking valsartan?', 'Can I take meloxicam with valsartan?', 'What blood pressure meds should not be taken with meloxicam?', 'Which is better for arthritis, meloxicam or Celebrex?', 'Should I take meloxicam at night or in the morning?']",,,,,
2205,118,Valsartan,6,What is 15 mg of meloxicam equivalent to?,"['What should you avoid when taking valsartan?', 'Can I take meloxicam with valsartan?', 'What blood pressure meds should not be taken with meloxicam?', 'Which is better for arthritis, meloxicam or Celebrex?', 'Should I take meloxicam at night or in the morning?', 'Does meloxicam affect sleep?']",,,,,
2206,118,Valsartan,7,Who should not take meloxicam?,"['What should you avoid when taking valsartan?', 'Can I take meloxicam with valsartan?', 'What blood pressure meds should not be taken with meloxicam?', 'Which is better for arthritis, meloxicam or Celebrex?', 'Should I take meloxicam at night or in the morning?', 'Does meloxicam affect sleep?', 'What is 15 mg of meloxicam equivalent to?']",,,,,
2207,118,Valsartan,8,What doesn't mix with meloxicam?,"['What should you avoid when taking valsartan?', 'Can I take meloxicam with valsartan?', 'What blood pressure meds should not be taken with meloxicam?', 'Which is better for arthritis, meloxicam or Celebrex?', 'Should I take meloxicam at night or in the morning?', 'Does meloxicam affect sleep?', 'What is 15 mg of meloxicam equivalent to?', 'Who should not take meloxicam?']",,,,,
2208,118,Valsartan,9,What happens if I take 2 meloxicam 15 mg?,"['What should you avoid when taking valsartan?', 'Can I take meloxicam with valsartan?', 'What blood pressure meds should not be taken with meloxicam?', 'Which is better for arthritis, meloxicam or Celebrex?', 'Should I take meloxicam at night or in the morning?', 'Does meloxicam affect sleep?', 'What is 15 mg of meloxicam equivalent to?', 'Who should not take meloxicam?', ""What doesn't mix with meloxicam?""]",,,,,
2209,118,Valsartan,0,Are valsartan and entresto the same?,[],,,,,
2210,118,Valsartan,1,What drug is a substitute for Entresto?,['Are valsartan and entresto the same?'],,,,,
2211,118,Valsartan,2,"Which is better, Eliquis or Entresto?","['Are valsartan and entresto the same?', 'What drug is a substitute for Entresto?']",,,,,
2212,118,Valsartan,3,What is the miracle drug for heart failure?,"['Are valsartan and entresto the same?', 'What drug is a substitute for Entresto?', 'Which is better, Eliquis or Entresto?']",,,,,
2213,118,Valsartan,4,What is the silent killer of heart failure?,"['Are valsartan and entresto the same?', 'What drug is a substitute for Entresto?', 'Which is better, Eliquis or Entresto?', 'What is the miracle drug for heart failure?']",,,,,
2214,118,Valsartan,5,Is heart failure death peaceful?,"['Are valsartan and entresto the same?', 'What drug is a substitute for Entresto?', 'Which is better, Eliquis or Entresto?', 'What is the miracle drug for heart failure?', 'What is the silent killer of heart failure?']",,,,,
2215,118,Valsartan,6,Should someone with heart failure live alone?,"['Are valsartan and entresto the same?', 'What drug is a substitute for Entresto?', 'Which is better, Eliquis or Entresto?', 'What is the miracle drug for heart failure?', 'What is the silent killer of heart failure?', 'Is heart failure death peaceful?']",,,,,
2216,118,Valsartan,7,What should a person with heart failure not do?,"['Are valsartan and entresto the same?', 'What drug is a substitute for Entresto?', 'Which is better, Eliquis or Entresto?', 'What is the miracle drug for heart failure?', 'What is the silent killer of heart failure?', 'Is heart failure death peaceful?', 'Should someone with heart failure live alone?']",,,,,
2217,118,Valsartan,8,Which exercise is not good for heart patients?,"['Are valsartan and entresto the same?', 'What drug is a substitute for Entresto?', 'Which is better, Eliquis or Entresto?', 'What is the miracle drug for heart failure?', 'What is the silent killer of heart failure?', 'Is heart failure death peaceful?', 'Should someone with heart failure live alone?', 'What should a person with heart failure not do?']",,,,,
2218,118,Valsartan,9,Does walking strengthen your heart?,"['Are valsartan and entresto the same?', 'What drug is a substitute for Entresto?', 'Which is better, Eliquis or Entresto?', 'What is the miracle drug for heart failure?', 'What is the silent killer of heart failure?', 'Is heart failure death peaceful?', 'Should someone with heart failure live alone?', 'What should a person with heart failure not do?', 'Which exercise is not good for heart patients?']",,,,,
2219,119,Testosterone,0,How can I boost my testosterone?,[],,,,,
2220,119,Testosterone,1,Does banana increase testosterone?,['How can I boost my testosterone?'],,,,,
2221,119,Testosterone,2,Which vitamins increase testosterone?,"['How can I boost my testosterone?', 'Does banana increase testosterone?']",,,,,
2222,119,Testosterone,3,How can I get 1000 testosterone naturally?,"['How can I boost my testosterone?', 'Does banana increase testosterone?', 'Which vitamins increase testosterone?']",,,,,
2223,119,Testosterone,4,How to boost testosterone overnight?,"['How can I boost my testosterone?', 'Does banana increase testosterone?', 'Which vitamins increase testosterone?', 'How can I get 1000 testosterone naturally?']",,,,,
2224,119,Testosterone,5,Does sleeping naked increase testosterone?,"['How can I boost my testosterone?', 'Does banana increase testosterone?', 'Which vitamins increase testosterone?', 'How can I get 1000 testosterone naturally?', 'How to boost testosterone overnight?']",,,,,
2225,119,Testosterone,6,Do naps increase testosterone?,"['How can I boost my testosterone?', 'Does banana increase testosterone?', 'Which vitamins increase testosterone?', 'How can I get 1000 testosterone naturally?', 'How to boost testosterone overnight?', 'Does sleeping naked increase testosterone?']",,,,,
2226,119,Testosterone,7,Does milk increase testosterone?,"['How can I boost my testosterone?', 'Does banana increase testosterone?', 'Which vitamins increase testosterone?', 'How can I get 1000 testosterone naturally?', 'How to boost testosterone overnight?', 'Does sleeping naked increase testosterone?', 'Do naps increase testosterone?']",,,,,
2227,119,Testosterone,8,Which fruit boosts testosterone?,"['How can I boost my testosterone?', 'Does banana increase testosterone?', 'Which vitamins increase testosterone?', 'How can I get 1000 testosterone naturally?', 'How to boost testosterone overnight?', 'Does sleeping naked increase testosterone?', 'Do naps increase testosterone?', 'Does milk increase testosterone?']",,,,,
2228,119,Testosterone,9,Can ginger increase testosterone?,"['How can I boost my testosterone?', 'Does banana increase testosterone?', 'Which vitamins increase testosterone?', 'How can I get 1000 testosterone naturally?', 'How to boost testosterone overnight?', 'Does sleeping naked increase testosterone?', 'Do naps increase testosterone?', 'Does milk increase testosterone?', 'Which fruit boosts testosterone?']",,,,,
2229,119,Testosterone,0,What are the symptoms of low testosterone?,[],,,,,
2230,119,Testosterone,1,How do you fix low testosterone?,['What are the symptoms of low testosterone?'],,,,,
2231,119,Testosterone,2,What happens to a man when his testosterone is low?,"['What are the symptoms of low testosterone?', 'How do you fix low testosterone?']",,,,,
2232,119,Testosterone,3,How to check testosterone level?,"['What are the symptoms of low testosterone?', 'How do you fix low testosterone?', 'What happens to a man when his testosterone is low?']",,,,,
2233,119,Testosterone,4,What is a dangerously low testosterone level?,"['What are the symptoms of low testosterone?', 'How do you fix low testosterone?', 'What happens to a man when his testosterone is low?', 'How to check testosterone level?']",,,,,
2234,119,Testosterone,5,What is a good testosterone level by age?,"['What are the symptoms of low testosterone?', 'How do you fix low testosterone?', 'What happens to a man when his testosterone is low?', 'How to check testosterone level?', 'What is a dangerously low testosterone level?']",,,,,
2235,119,Testosterone,6,At what age does testosterone drop?,"['What are the symptoms of low testosterone?', 'How do you fix low testosterone?', 'What happens to a man when his testosterone is low?', 'How to check testosterone level?', 'What is a dangerously low testosterone level?', 'What is a good testosterone level by age?']",,,,,
2236,119,Testosterone,7,Does ejaculating lower testosterone?,"['What are the symptoms of low testosterone?', 'How do you fix low testosterone?', 'What happens to a man when his testosterone is low?', 'How to check testosterone level?', 'What is a dangerously low testosterone level?', 'What is a good testosterone level by age?', 'At what age does testosterone drop?']",,,,,
2237,119,Testosterone,8,Can masturbation cause ED?,"['What are the symptoms of low testosterone?', 'How do you fix low testosterone?', 'What happens to a man when his testosterone is low?', 'How to check testosterone level?', 'What is a dangerously low testosterone level?', 'What is a good testosterone level by age?', 'At what age does testosterone drop?', 'Does ejaculating lower testosterone?']",,,,,
2238,119,Testosterone,9,How long can the average man stay erect?,"['What are the symptoms of low testosterone?', 'How do you fix low testosterone?', 'What happens to a man when his testosterone is low?', 'How to check testosterone level?', 'What is a dangerously low testosterone level?', 'What is a good testosterone level by age?', 'At what age does testosterone drop?', 'Does ejaculating lower testosterone?', 'Can masturbation cause ED?']",,,,,
2239,120,Isosorbide,0,Can you take losartan and isosorbide together?,[],,,,,
2240,120,Isosorbide,1,Does isosorbide affect blood pressure?,['Can you take losartan and isosorbide together?'],,,,,
2241,120,Isosorbide,2,Does isosorbide affect sleep?,"['Can you take losartan and isosorbide together?', 'Does isosorbide affect blood pressure?']",,,,,
2242,120,Isosorbide,3,What is the pill under your tongue for heart disease?,"['Can you take losartan and isosorbide together?', 'Does isosorbide affect blood pressure?', 'Does isosorbide affect sleep?']",,,,,
2243,120,Isosorbide,4,When should you not take isosorbide?,"['Can you take losartan and isosorbide together?', 'Does isosorbide affect blood pressure?', 'Does isosorbide affect sleep?', 'What is the pill under your tongue for heart disease?']",,,,,
2244,120,Isosorbide,5,Why do doctors prescribe isosorbide?,"['Can you take losartan and isosorbide together?', 'Does isosorbide affect blood pressure?', 'Does isosorbide affect sleep?', 'What is the pill under your tongue for heart disease?', 'When should you not take isosorbide?']",,,,,
2245,120,Isosorbide,6,What does metoprolol do?,"['Can you take losartan and isosorbide together?', 'Does isosorbide affect blood pressure?', 'Does isosorbide affect sleep?', 'What is the pill under your tongue for heart disease?', 'When should you not take isosorbide?', 'Why do doctors prescribe isosorbide?']",,,,,
2246,120,Isosorbide,7,Why is metoprolol a high risk drug?,"['Can you take losartan and isosorbide together?', 'Does isosorbide affect blood pressure?', 'Does isosorbide affect sleep?', 'What is the pill under your tongue for heart disease?', 'When should you not take isosorbide?', 'Why do doctors prescribe isosorbide?', 'What does metoprolol do?']",,,,,
2247,120,Isosorbide,8,What is the number one side effect of metoprolol?,"['Can you take losartan and isosorbide together?', 'Does isosorbide affect blood pressure?', 'Does isosorbide affect sleep?', 'What is the pill under your tongue for heart disease?', 'When should you not take isosorbide?', 'Why do doctors prescribe isosorbide?', 'What does metoprolol do?', 'Why is metoprolol a high risk drug?']",,,,,
2248,120,Isosorbide,9,What are the mental side effects of metoprolol?,"['Can you take losartan and isosorbide together?', 'Does isosorbide affect blood pressure?', 'Does isosorbide affect sleep?', 'What is the pill under your tongue for heart disease?', 'When should you not take isosorbide?', 'Why do doctors prescribe isosorbide?', 'What does metoprolol do?', 'Why is metoprolol a high risk drug?', 'What is the number one side effect of metoprolol?']",,,,,
2249,120,Isosorbide,0,Can you take losartan and isosorbide together?,[],,,,,
2250,120,Isosorbide,1,What meds should not be taken with losartan?,['Can you take losartan and isosorbide together?'],,,,,
2251,120,Isosorbide,2,Why is losartan a bad blood pressure medicine?,"['Can you take losartan and isosorbide together?', 'What meds should not be taken with losartan?']",,,,,
2252,120,Isosorbide,3,What is better than losartan for high blood pressure?,"['Can you take losartan and isosorbide together?', 'What meds should not be taken with losartan?', 'Why is losartan a bad blood pressure medicine?']",,,,,
